watched_tv,play_with_pets,code_written,had_coffee,happiness_value
No,Yes,488,Yes,8
Yes,No,742,No,4
No,Yes,1483,Yes,10
Yes,No,1064,No,7
No,Yes,292,Yes,1
Yes,No,1362,No,6
No,Yes,634,Yes,1
Yes,No,718,No,1
No,Yes,1187,Yes,6
Yes,No,665,No,9
No,Yes,1274,Yes,9
Yes,No,803,No,1
No,Yes,1449,Yes,1
Yes,No,89,No,1
No,Yes,405,Yes,1
Yes,No,651,No,3
No,Yes,321,Yes,2
Yes,No,349,No,1
No,Yes,649,Yes,9
Yes,No,9,No,3
No,Yes,860,Yes,9
Yes,No,1084,No,0
No,Yes,1200,Yes,7
Yes,No,1147,No,2
No,Yes,392,Yes,2
Yes,No,1398,No,0
No,Yes,1015,Yes,1
Yes,No,1359,No,9
No,Yes,1268,Yes,9
Yes,No,429,No,7
No,Yes,1357,Yes,1
Yes,No,57,No,7
No,Yes,105,Yes,4
Yes,No,1238,No,3
No,Yes,197,Yes,10
Yes,No,531,No,2
No,Yes,1190,Yes,1
Yes,No,273,No,9
No,Yes,843,Yes,5
Yes,No,664,No,7
No,Yes,1308,Yes,5
Yes,No,998,No,1
No,Yes,789,Yes,0
Yes,No,553,No,10
No,Yes,292,Yes,4
Yes,No,1358,No,5
No,Yes,115,Yes,0
Yes,No,99,No,9
No,Yes,1161,Yes,2
Yes,No,940,No,5
No,Yes,1373,Yes,7
Yes,No,1101,No,7
No,Yes,1300,Yes,9
Yes,No,708,No,9
No,Yes,60,Yes,6
Yes,No,1370,No,1
No,Yes,1141,Yes,6
Yes,No,739,No,6
No,Yes,657,Yes,0
Yes,No,261,No,5
No,Yes,1123,Yes,7
Yes,No,1367,No,6
No,Yes,225,Yes,3
Yes,No,30,No,3
No,Yes,678,Yes,7
Yes,No,642,No,4
No,Yes,239,Yes,5
Yes,No,1262,No,10
No,Yes,573,Yes,1
Yes,No,732,No,8
No,Yes,966,Yes,4
Yes,No,367,No,8
No,Yes,671,Yes,7
Yes,No,995,No,1
No,Yes,1163,Yes,0
Yes,No,849,No,5
No,Yes,64,Yes,5
Yes,No,144,No,6
No,Yes,808,Yes,3
Yes,No,1064,No,9
No,Yes,1427,Yes,1
Yes,No,1383,No,9
No,Yes,470,Yes,5
Yes,No,1309,No,9
No,Yes,1466,Yes,3
Yes,No,1326,No,10
No,Yes,93,Yes,5
Yes,No,1081,No,8
No,Yes,287,Yes,7
Yes,No,699,No,2
No,Yes,452,Yes,10
Yes,No,1137,No,2
No,Yes,1135,Yes,7
Yes,No,838,No,9
No,Yes,1441,Yes,5
Yes,No,198,No,7
No,Yes,1197,Yes,8
Yes,No,1273,No,7
No,Yes,1346,Yes,3
Yes,No,1257,No,6
No,Yes,1418,Yes,3
Yes,No,1310,No,9
No,Yes,93,Yes,5
Yes,No,719,No,8
No,Yes,149,Yes,5
Yes,No,702,No,10
No,Yes,1446,Yes,1
Yes,No,1344,No,1
No,Yes,1384,Yes,7
Yes,No,1474,No,7
No,Yes,839,Yes,1
Yes,No,192,No,0
No,Yes,902,Yes,2
Yes,No,350,No,5
No,Yes,1362,Yes,10
Yes,No,784,No,8
No,Yes,291,Yes,0
Yes,No,294,No,7
No,Yes,178,Yes,0
Yes,No,1007,No,9
No,Yes,1313,Yes,6
Yes,No,1260,No,9
No,Yes,1383,Yes,4
Yes,No,109,No,6
No,Yes,1287,Yes,0
Yes,No,294,No,2
No,Yes,1251,Yes,3
Yes,No,889,No,2
No,Yes,487,Yes,5
Yes,No,697,No,7
No,Yes,257,Yes,7
Yes,No,1063,No,4
No,Yes,1402,Yes,5
Yes,No,1304,No,9
No,Yes,139,Yes,9
Yes,No,201,No,2
No,Yes,1133,Yes,9
Yes,No,58,No,5
No,Yes,882,Yes,5
Yes,No,1242,No,4
No,Yes,630,Yes,8
Yes,No,539,No,8
No,Yes,433,Yes,5
Yes,No,821,No,1
No,Yes,798,Yes,6
Yes,No,1177,No,5
No,Yes,1426,Yes,9
Yes,No,310,No,0
No,Yes,1162,Yes,2
Yes,No,333,No,6
No,Yes,293,Yes,9
Yes,No,926,No,3
No,Yes,1035,Yes,4
Yes,No,1043,No,2
No,Yes,445,Yes,6
Yes,No,1448,No,0
No,Yes,444,Yes,1
Yes,No,1330,No,1
No,Yes,1045,Yes,8
Yes,No,466,No,9
No,Yes,289,Yes,2
Yes,No,137,No,1
No,Yes,350,Yes,10
Yes,No,921,No,6
No,Yes,1467,Yes,1
Yes,No,1414,No,4
No,Yes,669,Yes,1
Yes,No,758,No,3
No,Yes,802,Yes,5
Yes,No,826,No,4
No,Yes,21,Yes,5
Yes,No,505,No,1
No,Yes,384,Yes,5
Yes,No,1372,No,10
No,Yes,799,Yes,6
Yes,No,21,No,2
No,Yes,941,Yes,5
Yes,No,611,No,6
No,Yes,695,Yes,1
Yes,No,315,No,5
No,Yes,1316,Yes,3
Yes,No,1366,No,9
No,Yes,11,Yes,9
Yes,No,1341,No,4
No,Yes,65,Yes,5
Yes,No,391,No,8
No,Yes,1254,Yes,3
Yes,No,899,No,6
No,Yes,612,Yes,7
Yes,No,1453,No,6
No,Yes,915,Yes,4
Yes,No,326,No,5
No,Yes,744,Yes,10
Yes,No,458,No,8
No,Yes,492,Yes,0
Yes,No,1298,No,4
No,Yes,1465,Yes,8
Yes,No,1118,No,6
No,Yes,1436,Yes,8
Yes,No,484,No,7
No,Yes,520,Yes,0
Yes,No,558,No,8
No,Yes,1273,Yes,10
Yes,No,1046,No,0
No,Yes,1151,Yes,3
Yes,No,777,No,8
No,Yes,134,Yes,3
Yes,No,728,No,2
No,Yes,458,Yes,1
Yes,No,683,No,7
No,Yes,385,Yes,5
Yes,No,480,No,7
No,Yes,1322,Yes,6
Yes,No,41,No,10
No,Yes,660,Yes,5
Yes,No,1488,No,1
No,Yes,1322,Yes,2
Yes,No,110,No,9
No,Yes,1038,Yes,1
Yes,No,122,No,0
No,Yes,1034,Yes,4
Yes,No,337,No,2
No,Yes,1399,Yes,6
Yes,No,866,No,10
No,Yes,1036,Yes,3
Yes,No,176,No,8
No,Yes,167,Yes,2
Yes,No,257,No,3
No,Yes,1013,Yes,2
Yes,No,26,No,10
No,Yes,976,Yes,9
Yes,No,1038,No,0
No,Yes,944,Yes,2
Yes,No,1002,No,10
No,Yes,1314,Yes,7
Yes,No,498,No,7
No,Yes,1496,Yes,2
Yes,No,36,No,10
No,Yes,1424,Yes,1
Yes,No,630,No,1
No,Yes,188,Yes,2
Yes,No,190,No,7
No,Yes,1358,Yes,5
Yes,No,1086,No,3
No,Yes,633,Yes,0
Yes,No,518,No,9
No,Yes,1468,Yes,8
Yes,No,1345,No,8
No,Yes,1167,Yes,3
Yes,No,506,No,0
No,Yes,981,Yes,0
Yes,No,548,No,0
No,Yes,1389,Yes,8
Yes,No,1250,No,6
No,Yes,697,Yes,4
Yes,No,609,No,3
No,Yes,428,Yes,2
Yes,No,59,No,1
No,Yes,1223,Yes,6
Yes,No,311,No,7
No,Yes,129,Yes,1
Yes,No,738,No,2
No,Yes,54,Yes,0
Yes,No,180,No,3
No,Yes,812,Yes,8
Yes,No,505,No,1
No,Yes,1482,Yes,0
Yes,No,1431,No,8
No,Yes,310,Yes,8
Yes,No,48,No,10
No,Yes,1228,Yes,8
Yes,No,439,No,0
No,Yes,571,Yes,4
Yes,No,1187,No,6
No,Yes,1031,Yes,0
Yes,No,297,No,9
No,Yes,795,Yes,0
Yes,No,1344,No,5
No,Yes,1088,Yes,0
Yes,No,311,No,9
No,Yes,467,Yes,3
Yes,No,681,No,4
No,Yes,1319,Yes,9
Yes,No,1237,No,1
No,Yes,1192,Yes,7
Yes,No,96,No,3
No,Yes,970,Yes,9
Yes,No,755,No,9
No,Yes,1040,Yes,6
Yes,No,10,No,3
No,Yes,494,Yes,4
Yes,No,1232,No,9
No,Yes,1274,Yes,10
Yes,No,424,No,2
No,Yes,361,Yes,8
Yes,No,1219,No,9
No,Yes,409,Yes,3
Yes,No,13,No,0
No,Yes,1179,Yes,0
Yes,No,248,No,10
No,Yes,6,Yes,9
Yes,No,590,No,3
No,Yes,453,Yes,2
Yes,No,1280,No,4
No,Yes,276,Yes,8
Yes,No,65,No,6
No,Yes,402,Yes,2
Yes,No,1006,No,4
No,Yes,874,Yes,9
Yes,No,1108,No,8
No,Yes,191,Yes,8
Yes,No,509,No,7
No,Yes,1280,Yes,2
Yes,No,267,No,8
No,Yes,1011,Yes,5
Yes,No,1087,No,1
No,Yes,855,Yes,7
Yes,No,1122,No,8
No,Yes,1269,Yes,9
Yes,No,937,No,4
No,Yes,1317,Yes,8
Yes,No,745,No,7
No,Yes,68,Yes,1
Yes,No,1333,No,1
No,Yes,1021,Yes,9
Yes,No,1303,No,5
No,Yes,204,Yes,5
Yes,No,1304,No,10
No,Yes,394,Yes,9
Yes,No,126,No,3
No,Yes,908,Yes,3
Yes,No,862,No,7
No,Yes,428,Yes,5
Yes,No,502,No,4
No,Yes,253,Yes,6
Yes,No,488,No,5
No,Yes,1200,Yes,8
Yes,No,1069,No,2
No,Yes,178,Yes,6
Yes,No,961,No,10
No,Yes,553,Yes,7
Yes,No,225,No,9
No,Yes,1273,Yes,2
Yes,No,280,No,7
No,Yes,245,Yes,1
Yes,No,1377,No,3
No,Yes,739,Yes,10
Yes,No,0,No,4
No,Yes,1178,Yes,3
Yes,No,49,No,9
No,Yes,752,Yes,6
Yes,No,145,No,2
No,Yes,571,Yes,1
Yes,No,1048,No,1
No,Yes,141,Yes,1
Yes,No,906,No,1
No,Yes,485,Yes,10
Yes,No,594,No,2
No,Yes,49,Yes,5
Yes,No,1491,No,3
No,Yes,994,Yes,2
Yes,No,125,No,9
No,Yes,614,Yes,5
Yes,No,1206,No,9
No,Yes,165,Yes,1
Yes,No,805,No,7
No,Yes,581,Yes,6
Yes,No,651,No,2
No,Yes,508,Yes,7
Yes,No,43,No,7
No,Yes,97,Yes,9
Yes,No,56,No,9
No,Yes,419,Yes,6
Yes,No,742,No,6
No,Yes,1180,Yes,0
Yes,No,1134,No,3
No,Yes,64,Yes,1
Yes,No,659,No,10
No,Yes,1021,Yes,8
Yes,No,167,No,5
No,Yes,382,Yes,10
Yes,No,226,No,3
No,Yes,1402,Yes,9
Yes,No,226,No,7
No,Yes,902,Yes,9
Yes,No,851,No,2
No,Yes,893,Yes,5
Yes,No,727,No,4
No,Yes,1391,Yes,1
Yes,No,675,No,3
No,Yes,1459,Yes,3
Yes,No,612,No,7
No,Yes,1470,Yes,2
Yes,No,391,No,7
No,Yes,1296,Yes,7
Yes,No,285,No,0
No,Yes,459,Yes,7
Yes,No,279,No,6
No,Yes,455,Yes,2
Yes,No,857,No,9
No,Yes,342,Yes,4
Yes,No,1427,No,9
No,Yes,822,Yes,1
Yes,No,1023,No,10
No,Yes,1080,Yes,7
Yes,No,60,No,10
No,Yes,1262,Yes,5
Yes,No,10,No,10
No,Yes,620,Yes,7
Yes,No,585,No,9
No,Yes,823,Yes,6
Yes,No,1132,No,2
No,Yes,174,Yes,3
Yes,No,1244,No,2
No,Yes,563,Yes,6
Yes,No,737,No,6
No,Yes,1122,Yes,9
Yes,No,1463,No,9
No,Yes,685,Yes,10
Yes,No,222,No,6
No,Yes,2,Yes,10
Yes,No,568,No,0
No,Yes,959,Yes,5
Yes,No,424,No,3
No,Yes,97,Yes,10
Yes,No,433,No,6
No,Yes,1468,Yes,10
Yes,No,938,No,9
No,Yes,744,Yes,1
Yes,No,805,No,4
No,Yes,602,Yes,2
Yes,No,743,No,1
No,Yes,1081,Yes,2
Yes,No,586,No,5
No,Yes,1450,Yes,4
Yes,No,395,No,9
No,Yes,797,Yes,8
Yes,No,1441,No,10
No,Yes,1222,Yes,1
Yes,No,1498,No,8
No,Yes,1204,Yes,6
Yes,No,135,No,6
No,Yes,1426,Yes,10
Yes,No,476,No,7
No,Yes,490,Yes,5
Yes,No,576,No,7
No,Yes,1425,Yes,6
Yes,No,1082,No,2
No,Yes,1101,Yes,6
Yes,No,1284,No,5
No,Yes,57,Yes,3
Yes,No,860,No,5
No,Yes,69,Yes,9
Yes,No,1079,No,1
No,Yes,4,Yes,1
Yes,No,1405,No,6
No,Yes,1331,Yes,9
Yes,No,1193,No,8
No,Yes,742,Yes,4
Yes,No,290,No,4
No,Yes,1093,Yes,7
Yes,No,48,No,4
No,Yes,143,Yes,9
Yes,No,1305,No,9
No,Yes,958,Yes,8
Yes,No,858,No,10
No,Yes,1041,Yes,9
Yes,No,1265,No,10
No,Yes,1271,Yes,0
Yes,No,1000,No,7
No,Yes,1270,Yes,4
Yes,No,358,No,4
No,Yes,1109,Yes,7
Yes,No,1048,No,6
No,Yes,939,Yes,2
Yes,No,637,No,6
No,Yes,1106,Yes,6
Yes,No,848,No,9
No,Yes,608,Yes,10
Yes,No,433,No,2
No,Yes,1488,Yes,4
Yes,No,1338,No,8
No,Yes,281,Yes,3
Yes,No,462,No,7
No,Yes,1009,Yes,0
Yes,No,1345,No,0
No,Yes,1350,Yes,5
Yes,No,704,No,5
No,Yes,1359,Yes,8
Yes,No,1015,No,4
No,Yes,1156,Yes,1
Yes,No,714,No,10
No,Yes,1427,Yes,4
Yes,No,968,No,2
No,Yes,935,Yes,5
Yes,No,716,No,9
No,Yes,1050,Yes,0
Yes,No,253,No,2
No,Yes,1162,Yes,9
Yes,No,1332,No,3
No,Yes,555,Yes,2
Yes,No,890,No,5
No,Yes,1479,Yes,9
Yes,No,1406,No,7
No,Yes,670,Yes,7
Yes,No,1148,No,8
No,Yes,329,Yes,2
Yes,No,591,No,7
No,Yes,583,Yes,2
Yes,No,233,No,2
No,Yes,1303,Yes,2
Yes,No,510,No,4
No,Yes,292,Yes,3
Yes,No,842,No,6
No,Yes,1173,Yes,7
Yes,No,696,No,10
No,Yes,843,Yes,7
Yes,No,1126,No,10
No,Yes,464,Yes,3
Yes,No,257,No,7
No,Yes,136,Yes,3
Yes,No,1303,No,4
No,Yes,984,Yes,9
Yes,No,1148,No,4
No,Yes,376,Yes,7
Yes,No,175,No,7
No,Yes,786,Yes,6
Yes,No,983,No,7
No,Yes,214,Yes,10
Yes,No,1334,No,0
No,Yes,1157,Yes,8
Yes,No,1411,No,4
No,Yes,409,Yes,5
Yes,No,1252,No,3
No,Yes,809,Yes,2
Yes,No,159,No,8
No,Yes,759,Yes,7
Yes,No,336,No,10
No,Yes,858,Yes,2
Yes,No,452,No,2
No,Yes,878,Yes,5
Yes,No,61,No,1
No,Yes,1139,Yes,6
Yes,No,550,No,4
No,Yes,1209,Yes,1
Yes,No,1408,No,0
No,Yes,271,Yes,8
Yes,No,812,No,5
No,Yes,845,Yes,9
Yes,No,53,No,3
No,Yes,679,Yes,0
Yes,No,45,No,1
No,Yes,369,Yes,7
Yes,No,1249,No,4
No,Yes,1419,Yes,9
Yes,No,559,No,1
No,Yes,1021,Yes,0
Yes,No,347,No,2
No,Yes,594,Yes,0
Yes,No,1049,No,2
No,Yes,1347,Yes,0
Yes,No,1280,No,2
No,Yes,928,Yes,7
Yes,No,885,No,5
No,Yes,472,Yes,1
Yes,No,1400,No,4
No,Yes,1133,Yes,6
Yes,No,1133,No,4
No,Yes,1142,Yes,8
Yes,No,650,No,8
No,Yes,565,Yes,5
Yes,No,1015,No,8
No,Yes,1098,Yes,3
Yes,No,1367,No,3
No,Yes,374,Yes,5
Yes,No,527,No,3
No,Yes,938,Yes,0
Yes,No,1004,No,3
No,Yes,453,Yes,4
Yes,No,377,No,3
No,Yes,211,Yes,2
Yes,No,1484,No,4
No,Yes,1268,Yes,3
Yes,No,752,No,10
No,Yes,850,Yes,8
Yes,No,1338,No,6
No,Yes,281,Yes,9
Yes,No,163,No,7
No,Yes,1121,Yes,10
Yes,No,905,No,4
No,Yes,198,Yes,6
Yes,No,1418,No,6
No,Yes,529,Yes,4
Yes,No,416,No,9
No,Yes,269,Yes,4
Yes,No,386,No,5
No,Yes,528,Yes,6
Yes,No,824,No,4
No,Yes,667,Yes,5
Yes,No,873,No,4
No,Yes,1063,Yes,6
Yes,No,127,No,4
No,Yes,3,Yes,8
Yes,No,71,No,1
No,Yes,1433,Yes,8
Yes,No,868,No,0
No,Yes,415,Yes,7
Yes,No,705,No,4
No,Yes,727,Yes,7
Yes,No,550,No,7
No,Yes,1225,Yes,8
Yes,No,1246,No,6
No,Yes,1493,Yes,9
Yes,No,356,No,1
No,Yes,128,Yes,1
Yes,No,1471,No,2
No,Yes,140,Yes,2
Yes,No,594,No,1
No,Yes,1317,Yes,7
Yes,No,63,No,1
No,Yes,450,Yes,7
Yes,No,394,No,8
No,Yes,367,Yes,1
Yes,No,1490,No,2
No,Yes,960,Yes,1
Yes,No,69,No,1
No,Yes,1107,Yes,9
Yes,No,380,No,10
No,Yes,801,Yes,5
Yes,No,95,No,9
No,Yes,936,Yes,0
Yes,No,340,No,10
No,Yes,775,Yes,3
Yes,No,579,No,10
No,Yes,1176,Yes,1
Yes,No,697,No,0
No,Yes,1027,Yes,9
Yes,No,118,No,4
No,Yes,773,Yes,10
Yes,No,666,No,6
No,Yes,745,Yes,0
Yes,No,947,No,2
No,Yes,1275,Yes,0
Yes,No,1389,No,1
No,Yes,142,Yes,10
Yes,No,1325,No,3
No,Yes,462,Yes,3
Yes,No,331,No,2
No,Yes,523,Yes,3
Yes,No,277,No,5
No,Yes,1306,Yes,6
Yes,No,129,No,9
No,Yes,92,Yes,5
Yes,No,1362,No,1
No,Yes,379,Yes,7
Yes,No,744,No,10
No,Yes,89,Yes,3
Yes,No,234,No,5
No,Yes,1384,Yes,3
Yes,No,950,No,10
No,Yes,614,Yes,8
Yes,No,1450,No,6
No,Yes,604,Yes,6
Yes,No,702,No,8
No,Yes,997,Yes,0
Yes,No,1081,No,5
No,Yes,1289,Yes,9
Yes,No,914,No,7
No,Yes,1246,Yes,4
Yes,No,549,No,6
No,Yes,288,Yes,10
Yes,No,955,No,1
No,Yes,107,Yes,5
Yes,No,385,No,3
No,Yes,1346,Yes,4
Yes,No,672,No,4
No,Yes,363,Yes,8
Yes,No,2,No,10
No,Yes,350,Yes,7
Yes,No,1417,No,9
No,Yes,15,Yes,4
Yes,No,309,No,0
No,Yes,515,Yes,2
Yes,No,442,No,9
No,Yes,791,Yes,4
Yes,No,593,No,0
No,Yes,413,Yes,4
Yes,No,215,No,2
No,Yes,1418,Yes,10
Yes,No,734,No,5
No,Yes,784,Yes,2
Yes,No,968,No,2
No,Yes,1454,Yes,9
Yes,No,504,No,7
No,Yes,1288,Yes,6
Yes,No,1222,No,7
No,Yes,128,Yes,10
Yes,No,891,No,2
No,Yes,556,Yes,1
Yes,No,914,No,7
No,Yes,557,Yes,2
Yes,No,1320,No,6
No,Yes,647,Yes,6
Yes,No,363,No,7
No,Yes,298,Yes,8
Yes,No,32,No,2
No,Yes,462,Yes,5
Yes,No,70,No,2
No,Yes,1386,Yes,2
Yes,No,319,No,5
No,Yes,174,Yes,3
Yes,No,661,No,4
No,Yes,104,Yes,6
Yes,No,225,No,8
No,Yes,617,Yes,8
Yes,No,114,No,6
No,Yes,1452,Yes,2
Yes,No,762,No,1
No,Yes,627,Yes,3
Yes,No,822,No,5
No,Yes,500,Yes,1
Yes,No,580,No,1
No,Yes,1086,Yes,1
Yes,No,983,No,10
No,Yes,200,Yes,8
Yes,No,186,No,10
No,Yes,1135,Yes,0
Yes,No,944,No,7
No,Yes,1435,Yes,6
Yes,No,1085,No,6
No,Yes,899,Yes,0
Yes,No,1041,No,5
No,Yes,522,Yes,9
Yes,No,1146,No,8
No,Yes,1153,Yes,3
Yes,No,1061,No,9
No,Yes,823,Yes,3
Yes,No,1427,No,8
No,Yes,625,Yes,1
Yes,No,132,No,7
No,Yes,1256,Yes,6
Yes,No,611,No,5
No,Yes,291,Yes,0
Yes,No,929,No,1
No,Yes,1438,Yes,1
Yes,No,1043,No,8
No,Yes,327,Yes,8
Yes,No,771,No,8
No,Yes,1329,Yes,0
Yes,No,557,No,0
No,Yes,616,Yes,2
Yes,No,1387,No,1
No,Yes,229,Yes,0
Yes,No,66,No,6
No,Yes,1190,Yes,7
Yes,No,67,No,8
No,Yes,1120,Yes,9
Yes,No,580,No,2
No,Yes,848,Yes,9
Yes,No,1063,No,0
No,Yes,340,Yes,1
Yes,No,542,No,8
No,Yes,34,Yes,9
Yes,No,1241,No,5
No,Yes,146,Yes,10
Yes,No,202,No,10
No,Yes,94,Yes,8
Yes,No,686,No,0
No,Yes,886,Yes,2
Yes,No,1289,No,1
No,Yes,1487,Yes,0
Yes,No,634,No,6
No,Yes,1004,Yes,0
Yes,No,862,No,1
No,Yes,28,Yes,0
Yes,No,1433,No,3
No,Yes,781,Yes,2
Yes,No,501,No,9
No,Yes,1437,Yes,8
Yes,No,76,No,3
No,Yes,1051,Yes,9
Yes,No,473,No,8
No,Yes,783,Yes,9
Yes,No,820,No,8
No,Yes,1137,Yes,10
Yes,No,366,No,6
No,Yes,341,Yes,7
Yes,No,407,No,6
No,Yes,758,Yes,3
Yes,No,210,No,0
No,Yes,906,Yes,5
Yes,No,218,No,4
No,Yes,1041,Yes,8
Yes,No,1068,No,8
No,Yes,339,Yes,0
Yes,No,331,No,5
No,Yes,421,Yes,1
Yes,No,451,No,10
No,Yes,44,Yes,3
Yes,No,1122,No,1
No,Yes,1467,Yes,2
Yes,No,316,No,9
No,Yes,1147,Yes,4
Yes,No,1327,No,7
No,Yes,928,Yes,4
Yes,No,1458,No,8
No,Yes,186,Yes,5
Yes,No,1054,No,9
No,Yes,1001,Yes,5
Yes,No,1196,No,7
No,Yes,794,Yes,3
Yes,No,689,No,0
No,Yes,1351,Yes,10
Yes,No,1465,No,1
No,Yes,395,Yes,4
Yes,No,1399,No,10
No,Yes,128,Yes,7
Yes,No,1437,No,7
No,Yes,1370,Yes,8
Yes,No,1202,No,9
No,Yes,774,Yes,1
Yes,No,250,No,1
No,Yes,768,Yes,0
Yes,No,331,No,7
No,Yes,212,Yes,10
Yes,No,670,No,7
No,Yes,533,Yes,1
Yes,No,1221,No,3
No,Yes,980,Yes,0
Yes,No,538,No,1
No,Yes,504,Yes,10
Yes,No,454,No,3
No,Yes,960,Yes,6
Yes,No,543,No,3
No,Yes,18,Yes,9
Yes,No,797,No,4
No,Yes,1176,Yes,10
Yes,No,745,No,3
No,Yes,973,Yes,5
Yes,No,1374,No,10
No,Yes,548,Yes,9
Yes,No,1425,No,2
No,Yes,187,Yes,8
Yes,No,931,No,5
No,Yes,1103,Yes,10
Yes,No,263,No,5
No,Yes,406,Yes,7
Yes,No,975,No,0
No,Yes,1461,Yes,2
Yes,No,796,No,9
No,Yes,167,Yes,4
Yes,No,783,No,2
No,Yes,1039,Yes,1
Yes,No,340,No,10
No,Yes,1395,Yes,1
Yes,No,531,No,5
No,Yes,754,Yes,0
Yes,No,718,No,9
No,Yes,587,Yes,0
Yes,No,58,No,0
No,Yes,1142,Yes,4
Yes,No,54,No,8
No,Yes,1085,Yes,1
Yes,No,1250,No,1
No,Yes,1498,Yes,9
Yes,No,1448,No,1
No,Yes,227,Yes,8
Yes,No,456,No,10
No,Yes,633,Yes,4
Yes,No,946,No,8
No,Yes,938,Yes,2
Yes,No,385,No,6
No,Yes,1084,Yes,6
Yes,No,1288,No,10
No,Yes,164,Yes,10
Yes,No,855,No,1
No,Yes,1322,Yes,5
Yes,No,1146,No,9
No,Yes,477,Yes,1
Yes,No,1003,No,4
No,Yes,1445,Yes,4
Yes,No,79,No,10
No,Yes,530,Yes,8
Yes,No,517,No,3
No,Yes,891,Yes,4
Yes,No,1483,No,7
No,Yes,463,Yes,8
Yes,No,215,No,7
No,Yes,1161,Yes,3
Yes,No,499,No,10
No,Yes,289,Yes,2
Yes,No,1419,No,5
No,Yes,115,Yes,4
Yes,No,1369,No,8
No,Yes,519,Yes,2
Yes,No,205,No,4
No,Yes,1381,Yes,10
Yes,No,914,No,5
No,Yes,1160,Yes,5
Yes,No,211,No,1
No,Yes,64,Yes,4
Yes,No,143,No,10
No,Yes,396,Yes,10
Yes,No,731,No,3
No,Yes,64,Yes,1
Yes,No,1429,No,3
No,Yes,1058,Yes,1
Yes,No,72,No,0
No,Yes,1062,Yes,8
Yes,No,989,No,9
No,Yes,462,Yes,10
Yes,No,1037,No,2
No,Yes,327,Yes,9
Yes,No,778,No,3
No,Yes,958,Yes,8
Yes,No,943,No,5
No,Yes,547,Yes,2
Yes,No,171,No,4
No,Yes,672,Yes,9
Yes,No,86,No,3
No,Yes,701,Yes,5
Yes,No,324,No,9
No,Yes,1436,Yes,8
Yes,No,739,No,0
No,Yes,1500,Yes,6
Yes,No,64,No,4
No,Yes,466,Yes,4
Yes,No,1358,No,2
No,Yes,1403,Yes,7
Yes,No,1146,No,4
No,Yes,940,Yes,7
Yes,No,521,No,8
No,Yes,1113,Yes,8
Yes,No,936,No,3
No,Yes,54,Yes,6
Yes,No,116,No,8
No,Yes,947,Yes,4
Yes,No,1208,No,8
No,Yes,1414,Yes,4
Yes,No,181,No,2
No,Yes,1268,Yes,5
Yes,No,93,No,5
No,Yes,1002,Yes,5
Yes,No,1210,No,5
No,Yes,1057,Yes,5
Yes,No,1183,No,4
No,Yes,1410,Yes,5
Yes,No,722,No,7
No,Yes,1028,Yes,9
Yes,No,873,No,2
No,Yes,1124,Yes,0
Yes,No,930,No,4
No,Yes,203,Yes,10
Yes,No,526,No,6
No,Yes,199,Yes,0
Yes,No,696,No,7
No,Yes,1275,Yes,1
Yes,No,364,No,4
No,Yes,1202,Yes,5
Yes,No,40,No,2
No,Yes,306,Yes,3
Yes,No,11,No,10
No,Yes,690,Yes,10
Yes,No,1131,No,5
No,Yes,948,Yes,4
Yes,No,982,No,2
No,Yes,376,Yes,3
Yes,No,665,No,9
No,Yes,1188,Yes,10
Yes,No,284,No,9
No,Yes,326,Yes,5
Yes,No,124,No,7
No,Yes,277,Yes,2
Yes,No,454,No,10
No,Yes,657,Yes,2
Yes,No,684,No,10
No,Yes,1312,Yes,9
Yes,No,18,No,9
No,Yes,415,Yes,2
Yes,No,77,No,0
No,Yes,1372,Yes,9
Yes,No,1436,No,2
No,Yes,192,Yes,7
Yes,No,914,No,9
No,Yes,978,Yes,3
Yes,No,34,No,6
No,Yes,697,Yes,0
Yes,No,933,No,7
No,Yes,653,Yes,4
Yes,No,1173,No,4
No,Yes,355,Yes,2
Yes,No,1437,No,8
No,Yes,550,Yes,8
Yes,No,604,No,3
No,Yes,184,Yes,7
Yes,No,794,No,2
No,Yes,785,Yes,4
Yes,No,1152,No,9
No,Yes,535,Yes,9
Yes,No,1034,No,2
No,Yes,139,Yes,6
Yes,No,224,No,7
No,Yes,207,Yes,2
Yes,No,399,No,5
No,Yes,781,Yes,2
Yes,No,659,No,10
No,Yes,78,Yes,6
Yes,No,315,No,7
No,Yes,1305,Yes,3
Yes,No,1480,No,7
No,Yes,704,Yes,5
Yes,No,818,No,7
No,Yes,1298,Yes,0
Yes,No,1213,No,5
No,Yes,276,Yes,6
Yes,No,1163,No,2
No,Yes,397,Yes,2
Yes,No,870,No,4
No,Yes,907,Yes,4
Yes,No,195,No,4
No,Yes,728,Yes,1
Yes,No,1058,No,8
No,Yes,1101,Yes,0
Yes,No,283,No,2
No,Yes,1268,Yes,6
Yes,No,920,No,0
No,Yes,415,Yes,8
Yes,No,1253,No,9
No,Yes,1296,Yes,2
Yes,No,1,No,5
No,Yes,1145,Yes,0
Yes,No,1177,No,9
No,Yes,266,Yes,6
Yes,No,1433,No,6
No,Yes,1341,Yes,1
Yes,No,836,No,9
No,Yes,1405,Yes,7
Yes,No,1361,No,10
No,Yes,640,Yes,6
Yes,No,527,No,0
No,Yes,31,Yes,9
Yes,No,463,No,4
No,Yes,1321,Yes,5
Yes,No,612,No,8
No,Yes,444,Yes,9
Yes,No,636,No,8
